,User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
36750,1001299,P00046742,M,26-35,14,B,1,0,1,2.0,15.0,11499
36751,1005389,P00149142,M,46-50,7,C,4+,1,11,,,3092
36752,1001422,P0095942,M,36-45,17,B,3,0,3,4.0,,13473
36753,1000039,P00247542,M,18-25,4,B,2,0,8,16.0,,6031
36754,1000145,P00022742,M,18-25,4,C,4+,0,8,,,5838
36755,1002592,P00302142,M,51-55,7,B,1,1,5,14.0,,5340
36756,1001839,P00142142,M,18-25,4,C,1,0,1,2.0,15.0,15188
36758,1004506,P00100742,M,51-55,16,B,2,0,5,17.0,,8653
36759,1005824,P00277842,M,18-25,12,B,1,0,1,,,11926
36760,1001113,P00237542,M,18-25,4,B,3,0,1,15.0,16.0,19518
36763,1002878,P00088042,F,51-55,20,A,2,1,1,2.0,,15162
36764,1005780,P00214642,M,18-25,17,B,1,0,11,13.0,16.0,6140
36766,1000267,P00178942,M,46-50,12,C,1,1,5,8.0,,3634
36767,1002782,P00008742,F,18-25,4,C,4+,0,5,,,5475
36768,1002545,P00112142,M,55+,13,B,2,1,1,2.0,14.0,15577
36769,1004227,P00081142,M,26-35,19,A,0,0,6,8.0,14.0,15997
36770,1001017,P00173042,M,36-45,0,B,2,0,13,15.0,16.0,383
36773,1000731,P00072542,M,46-50,3,A,0,1,5,6.0,,5166
36774,1005882,P00187842,M,36-45,7,C,1,0,1,16.0,,11916
36775,1005298,P00117942,M,36-45,17,B,1,0,5,15.0,,6923
36776,1002589,P00150042,M,26-35,0,C,3,0,8,,,6000
36778,1003026,P00044442,F,18-25,4,B,1,0,1,16.0,,15651
36780,1003976,P00165742,F,26-35,0,B,4+,0,8,16.0,,6157
36781,1004621,P00142942,M,26-35,4,C,2,1,1,2.0,16.0,11962
36782,1004951,P00220342,F,36-45,17,B,3,1,5,,,6939
36783,1003272,P00046042,M,36-45,0,B,1,0,5,17.0,,5250
36784,1005725,P00312742,M,18-25,2,C,0,0,15,,,4268
36785,1002310,P00328942,M,46-50,12,B,3,1,5,6.0,8.0,7174
36788,1003250,P00248142,M,26-35,4,B,2,1,5,,,8846
36789,1002909,P00027442,M,26-35,7,A,1,0,8,16.0,,10054
36790,1001430,P00139942,M,18-25,4,B,2,1,5,,,7067
36791,1003314,P00081142,M,26-35,7,C,2,0,6,8.0,14.0,20222
36792,1002010,P00075642,M,18-25,4,B,0,0,4,5.0,,757
36793,1001519,P00025442,M,18-25,4,C,1,0,1,2.0,9.0,11827
36797,1001356,P00019342,F,18-25,4,B,2,0,1,6.0,15.0,19671
36798,1004531,P00105142,M,18-25,4,C,2,0,1,2.0,15.0,19038
36799,1001041,P00044442,M,46-50,2,B,2,0,1,16.0,,11985
36801,1003080,P00219542,M,26-35,20,A,4+,1,5,6.0,,3578
36803,1000757,P00182342,M,26-35,12,A,1,0,1,5.0,6.0,11678
36804,1001150,P00362842,F,26-35,20,A,1,0,5,18.0,,3712
36805,1001754,P00370142,M,18-25,19,C,3,0,16,,,8394
36806,1000392,P00093642,M,18-25,7,A,0,0,6,,,16281
36807,1000195,P00021842,M,26-35,12,B,4+,1,5,8.0,14.0,8859
36808,1004448,P00145442,M,26-35,14,A,0,0,8,15.0,,10061
36809,1001759,P00167942,M,26-35,16,C,0,1,1,5.0,,19321
36810,1000216,P00005742,M,46-50,13,B,1,0,8,14.0,,5989
36811,1002372,P00309942,F,46-50,7,C,1,1,5,,,5289
36812,1000876,P00283142,M,26-35,4,B,1,0,13,14.0,16.0,947
36813,1004729,P00153742,M,51-55,16,C,1,1,8,,,5946
36814,1005695,P00183042,F,36-45,3,C,1,0,15,16.0,,16592
36815,1003251,P00113042,M,36-45,17,C,3,0,11,16.0,,7493
36816,1005100,P00217442,M,51-55,6,B,1,1,1,2.0,11.0,19072
36817,1006003,P00197042,F,46-50,17,C,1,0,5,,,7153
36818,1002790,P00117942,M,26-35,20,A,3,0,5,15.0,,7135
36819,1001015,P00227142,M,36-45,3,A,4+,1,5,,,5408
36820,1000881,P00120642,M,18-25,14,A,1,0,5,,,5247
36821,1000568,P00147942,F,51-55,17,C,1,1,1,16.0,,15754
36823,1003272,P00344442,M,36-45,0,B,1,0,5,8.0,14.0,5372
36824,1002046,P00049442,M,36-45,1,C,2,0,1,8.0,,8091
36825,1001273,P00039742,M,36-45,2,C,3,1,5,,,7048
36826,1004578,P00226542,M,26-35,0,A,4+,0,1,5.0,,15405
36827,1004650,P00004242,M,26-35,7,C,2,1,1,6.0,8.0,11956
36828,1005962,P00113642,M,36-45,7,C,2,1,8,,,9870
36829,1004360,P00191242,F,26-35,9,B,1,0,3,4.0,12.0,5408
36830,1004330,P0097742,F,46-50,6,B,2,1,8,,,7844
36831,1005966,P00022942,F,36-45,9,B,1,1,5,8.0,,3510
36832,1001605,P00273642,F,18-25,0,B,1,0,8,14.0,,6176
36834,1002187,P00145942,M,46-50,16,C,1,1,6,8.0,13.0,12574
36835,1002915,P00117442,M,26-35,7,C,3,0,5,14.0,,7051
36837,1006014,P00245642,M,46-50,1,C,0,1,5,11.0,12.0,6975
36838,1002197,P00048842,F,26-35,1,C,1,0,8,,,2300
36839,1001837,P00010342,M,26-35,2,B,1,0,8,14.0,,9714
36841,1002887,P00274142,M,26-35,3,B,3,1,1,,,19573
36842,1003511,P00182142,M,51-55,0,C,2,1,1,5.0,6.0,12008
36843,1004285,P00015342,M,36-45,0,B,3,0,2,4.0,,12811
36844,1005310,P00103342,F,55+,1,C,3,0,8,,,8077
36845,1002826,P00084042,M,36-45,12,A,4+,1,12,14.0,,1430
36847,1002627,P00335942,M,26-35,1,B,2,1,8,,,5876
36848,1004791,P00121942,M,18-25,4,A,2,0,8,,,4158
36849,1001391,P00074642,M,36-45,15,C,0,1,5,9.0,14.0,5280
36851,1001571,P0099342,M,26-35,20,B,1,1,5,8.0,,7166
36852,1002012,P00036142,M,26-35,4,B,3,1,5,,,1912
36853,1000924,P00138542,M,51-55,17,C,1,1,5,6.0,,6889
36854,1002272,P00111142,M,26-35,0,C,1,0,1,15.0,16.0,18959
36858,1001803,P00250642,M,26-35,2,B,1,0,11,,,4564
36859,1001141,P00184842,F,26-35,3,B,1,1,5,6.0,,2054
36860,1002926,P00034142,F,18-25,2,B,1,0,8,13.0,16.0,5863
36863,1005065,P00145042,M,26-35,14,C,4+,1,1,2.0,5.0,7903
36864,1000439,P00110742,M,36-45,14,B,3,1,1,2.0,8.0,19147
36865,1003454,P00124242,M,18-25,0,A,1,1,11,14.0,,1551
36866,1000295,P00350442,M,18-25,0,C,4+,0,2,3.0,15.0,12705
36867,1002510,P00242742,M,26-35,7,C,0,0,1,2.0,9.0,15292
36868,1004688,P00259342,M,26-35,9,C,3,1,5,9.0,,8667
36869,1001883,P00086742,F,51-55,0,B,1,1,5,,,6945
36870,1000550,P00102342,M,46-50,8,B,1,1,8,14.0,17.0,7757
36872,1004359,P00250342,M,18-25,4,C,2,0,16,,,20335
36874,1003217,P00329642,F,36-45,0,A,0,0,8,14.0,,7843
36877,1004285,P00100442,M,36-45,0,B,3,0,2,4.0,5.0,13252
36878,1001737,P00271042,M,36-45,20,B,3,0,6,16.0,,16660
36879,1003447,P00220342,M,26-35,12,B,0,0,5,,,6904
36880,1002159,P00308242,F,51-55,14,A,3,1,5,8.0,14.0,8654
36881,1000889,P00223542,M,46-50,20,A,1,0,1,8.0,17.0,11582
36882,1004814,P00316242,M,18-25,14,B,1,0,5,,,1917
36883,1003735,P00319042,M,26-35,0,B,0,0,5,,,8750
36884,1000408,P00182142,M,26-35,11,A,0,0,1,5.0,6.0,4224
36885,1000721,P00057642,F,36-45,9,B,1,0,1,15.0,16.0,19460
36887,1002919,P00233642,M,18-25,17,C,2,0,1,15.0,,4058
36889,1005752,P00046742,F,55+,0,B,3,1,1,2.0,15.0,11448
36890,1005306,P00146042,F,26-35,17,B,4+,0,1,13.0,15.0,4448
36891,1004739,P00256642,M,26-35,3,C,2,0,5,,,5224
36892,1003032,P00046742,M,26-35,0,A,1,1,1,2.0,15.0,19033
36893,1005652,P00010742,M,18-25,0,B,1,0,1,8.0,17.0,19609
36894,1000945,P00053042,M,46-50,7,C,3,0,5,14.0,16.0,5177
36895,1003808,P00187842,M,26-35,7,A,2,1,1,16.0,,11442
36899,1001594,P00298142,F,36-45,20,B,1,0,5,8.0,,7173
36900,1000412,P00165442,M,36-45,15,A,1,1,1,15.0,16.0,15191
36901,1003724,P00254542,M,36-45,6,B,4+,0,8,13.0,,6052
36903,1001266,P00238442,M,26-35,4,B,0,1,6,,,16412
36905,1004345,P00326742,F,26-35,14,B,1,0,11,,,3171
36907,1004220,P00209842,M,36-45,0,B,0,1,5,8.0,,6898
36911,1005699,P00258742,M,36-45,15,B,4+,1,5,,,8780
36914,1005140,P00104842,M,26-35,6,B,2,0,8,,,7789
36915,1002796,P00084042,M,26-35,14,B,3,0,12,14.0,,1039
36916,1005771,P00044142,M,26-35,7,A,1,0,8,16.0,,6140
36917,1004834,P00285342,F,46-50,9,C,1,1,5,8.0,,7089
36918,1001128,P00223042,M,26-35,1,A,2,0,1,2.0,8.0,4098
36919,1003499,P00208742,M,26-35,3,A,2,0,1,6.0,16.0,19621
36921,1001571,P00265242,M,26-35,20,B,1,1,5,8.0,,8623
36922,1000582,P00229842,M,18-25,4,C,4+,0,5,14.0,,6913
36923,1003760,P00116042,M,51-55,0,B,0,1,8,,,2201
36924,1004520,P00184742,M,26-35,4,C,1,1,11,16.0,,4503
36925,1002032,P00133442,M,51-55,14,C,4+,1,1,16.0,,15453
36926,1005634,P00165442,M,26-35,14,A,3,1,1,15.0,16.0,11879
36927,1006035,P0099442,F,26-35,1,C,3,0,6,8.0,,8265
36928,1003853,P00133442,M,26-35,14,B,1,1,1,16.0,,11866
36929,1001759,P00183342,M,26-35,16,C,0,1,5,15.0,18.0,7090
36931,1003940,P00255442,M,36-45,20,B,3,1,8,,,4138
36933,1000148,P00338542,M,51-55,17,B,3,1,1,,,18994
36935,1005451,P00103042,F,26-35,1,A,3,1,1,14.0,,11709
36936,1000380,P00289342,M,26-35,2,C,1,0,5,8.0,14.0,7045
36937,1004837,P00170442,M,26-35,5,B,2,0,5,,,3447
36938,1003279,P00073842,M,46-50,15,C,4+,1,1,15.0,17.0,15797
36939,1001019,P00001242,M,36-45,1,A,4+,1,5,11.0,,5456
36941,1000616,P00070542,M,26-35,7,B,2,0,3,15.0,,13455
36942,1005643,P00243942,F,36-45,1,A,3,1,1,2.0,15.0,11641
36943,1003575,P00112642,M,26-35,18,C,1,1,1,2.0,5.0,15811
36944,1004298,P00182442,F,18-25,14,C,1,0,5,11.0,,8847
36945,1004947,P00348242,M,36-45,17,C,1,1,8,,,8022
36947,1005273,P00111842,M,55+,20,B,3,1,8,,,7987
36948,1003952,P00266442,F,46-50,1,C,3,0,5,,,5243
36950,1005100,P00348942,M,51-55,6,B,1,1,8,13.0,,9903
36951,1003600,P00318742,M,36-45,20,B,4+,1,1,8.0,,15210
36952,1001845,P00319542,M,26-35,2,B,3,1,8,14.0,,6170
36953,1000237,P00268442,M,26-35,6,C,1,1,8,17.0,,8088
36954,1005812,P00156742,F,26-35,7,A,1,1,5,6.0,8.0,7097
36956,1001737,P00274342,M,36-45,20,B,3,0,2,8.0,14.0,9611
36958,1003422,P00339842,M,26-35,5,B,2,0,1,14.0,15.0,7842
36959,1004054,P00227842,M,36-45,3,B,1,0,2,5.0,,16319
36960,1000911,P00220542,M,51-55,0,B,3,1,8,,,6031
36961,1001733,P00061042,M,18-25,14,B,0,1,8,16.0,,5890
36962,1001584,P00028542,M,26-35,19,B,4+,0,6,8.0,14.0,12313
36963,1004964,P00117942,M,36-45,0,A,1,1,5,15.0,,3726
36964,1002781,P00000642,M,36-45,4,C,2,1,1,6.0,16.0,15315
36965,1003305,P00145042,M,55+,20,C,0,0,1,2.0,5.0,12080
36966,1004788,P00233342,M,36-45,7,B,4+,0,1,15.0,16.0,7752
36970,1000770,P00042442,M,18-25,4,B,2,1,5,,,2003
36971,1001538,P00366842,M,26-35,3,C,2,0,8,,,10026
36972,1000332,P00001742,M,51-55,1,C,3,1,8,14.0,,7810
36973,1001442,P00355142,M,18-25,2,A,3,0,1,15.0,,19546
36974,1000752,P00113142,F,26-35,3,A,3,0,1,5.0,12.0,8216
36978,1004085,P00284042,F,26-35,6,A,1,0,8,17.0,,7951
36979,1005306,P00003442,F,26-35,17,B,4+,0,4,5.0,8.0,3532
36980,1001203,P00231142,F,26-35,1,A,3,0,5,8.0,,5241
36981,1001797,P00086242,M,36-45,7,C,2,0,10,,,23308
36982,1005787,P00177942,M,26-35,20,B,0,0,5,8.0,,5230
36983,1005084,P00025042,M,18-25,4,B,1,0,5,15.0,,3471
36984,1001000,P00058242,F,26-35,6,B,1,0,3,4.0,12.0,13700
36985,1004224,P00348242,F,46-50,1,C,1,1,8,,,7989
36986,1002557,P00238742,F,18-25,19,C,3,0,13,,,770
36987,1001835,P00334042,M,26-35,19,B,3,0,1,11.0,15.0,19608
36989,1002223,P00260242,M,26-35,2,B,0,1,5,16.0,,5413
36990,1002745,P00187842,F,36-45,1,C,1,0,1,16.0,,11588
36991,1005952,P00117942,F,46-50,1,C,4+,1,5,15.0,,6964
36992,1002846,P0099342,F,18-25,4,C,4+,0,5,8.0,,7029
36994,1003821,P00324942,M,26-35,20,A,2,1,5,,,5230
36997,1003505,P00117642,F,26-35,15,A,0,1,10,16.0,,23948
36998,1000190,P00119742,M,26-35,17,A,1,0,5,8.0,12.0,8864
36999,1003220,P00086442,M,36-45,7,B,0,1,8,13.0,15.0,6016
37001,1003622,P00355142,M,18-25,1,B,2,1,1,15.0,,15273
37002,1001539,P00288042,M,26-35,3,C,1,0,8,,,10048
37003,1003224,P00283842,F,26-35,14,A,3,1,8,,,7772
37004,1001100,P00035942,M,26-35,0,B,0,1,1,5.0,18.0,3903
37006,1002746,P00178942,M,51-55,14,C,3,1,5,8.0,,5445
37007,1003110,P00113342,M,26-35,0,B,3,1,1,8.0,17.0,15776
37008,1005641,P00236342,F,26-35,17,C,2,1,5,14.0,,3717
37009,1000424,P00113842,M,26-35,17,A,3,0,6,8.0,16.0,20138
37010,1004930,P00118442,M,51-55,17,C,0,1,1,2.0,,12126
37012,1003808,P00081442,M,26-35,7,A,2,1,6,,,8711
37014,1000975,P00257542,M,36-45,0,B,2,1,5,,,6987
37015,1004666,P00036142,M,36-45,1,A,1,1,5,,,7087
37017,1003296,P00251242,M,18-25,14,A,1,1,5,11.0,,8636
37019,1001068,P00089342,F,18-25,4,B,2,0,8,,,10007
37020,1002627,P00110842,M,26-35,1,B,2,1,1,2.0,5.0,12010
37021,1003565,P00142142,M,26-35,18,C,2,1,1,2.0,15.0,15737
37022,1005795,P00318942,M,26-35,1,A,1,1,8,16.0,,7776
37024,1004785,P00083842,F,26-35,14,A,0,1,5,14.0,,8770
37025,1005539,P00088342,F,26-35,20,B,1,1,8,14.0,,7845
37026,1001737,P00240042,M,36-45,20,B,3,0,5,,,5226
37027,1000832,P00366542,M,18-25,2,C,4+,0,5,,,7159
37028,1003475,P00178342,M,26-35,14,A,1,0,8,,,5891
37029,1003539,P00030842,F,26-35,4,A,1,1,1,2.0,15.0,15699
37030,1001228,P00035942,M,26-35,1,C,4+,1,1,5.0,18.0,11642
37031,1001737,P00320242,M,36-45,20,B,3,0,1,8.0,,7761
37032,1001624,P00116842,M,26-35,0,B,1,1,2,5.0,8.0,12787
37033,1003655,P00063342,F,26-35,7,B,4+,0,1,2.0,9.0,15533
37035,1001150,P0098642,F,26-35,20,A,1,0,6,8.0,,12275
37036,1003824,P00331742,M,26-35,17,A,3,1,11,,,4707
37037,1002134,P00037442,M,18-25,10,B,4+,0,18,,,3094
37038,1000059,P00115842,F,51-55,1,B,4+,1,16,,,12818
37039,1001090,P00248542,M,26-35,7,C,1,1,8,16.0,,2062
37040,1001502,P00074242,M,18-25,4,C,3,0,5,,,5176
37041,1000327,P00311242,M,36-45,18,C,4+,0,7,,,16338
37042,1004062,P00296242,M,26-35,7,C,1,0,8,,,8090
37045,1001059,P00049542,F,26-35,0,B,3,0,8,,,5921
37046,1002938,P00033042,F,26-35,0,B,1,0,5,14.0,,8826
37047,1002528,P00278642,M,55+,0,A,1,0,5,,,5320
37050,1002688,P00137242,M,26-35,17,C,2,0,5,,,3710
37051,1000300,P00286742,M,26-35,7,B,4+,1,1,16.0,,8061
37052,1000963,P00259342,M,26-35,0,A,0,1,5,9.0,,7148
37053,1000300,P00031042,M,26-35,7,B,4+,1,8,,,9877
37054,1003778,P00023142,M,26-35,0,B,4+,1,5,14.0,,5235
37056,1004021,P00024642,M,51-55,20,B,1,1,5,14.0,,7100
37057,1002304,P00140042,M,46-50,12,B,2,1,1,16.0,,15676
37059,1001129,P00255842,M,36-45,17,C,2,0,16,,,16414
37060,1001743,P00110742,M,36-45,17,C,0,0,1,2.0,8.0,15644
37061,1003364,P00312942,M,55+,13,C,4+,0,8,14.0,,7989
37062,1005413,P00109242,M,36-45,1,B,1,0,6,8.0,10.0,16359
37063,1001142,P00042242,M,18-25,1,B,1,0,5,15.0,,3713
37064,1002544,P00287442,M,46-50,1,B,1,0,8,,,7928
37065,1003032,P00079142,M,26-35,0,A,1,1,11,,,6049
37066,1004277,P00133342,M,36-45,16,A,0,0,8,,,7991
37067,1004524,P00122442,M,26-35,2,A,2,1,1,11.0,15.0,8252
37068,1003808,P0097242,M,26-35,7,A,2,1,1,16.0,,15625
37069,1002872,P00075442,M,26-35,20,B,1,0,5,11.0,,6917
37070,1005103,P00329242,F,36-45,16,C,1,0,5,14.0,,8852
37071,1001490,P00297842,M,51-55,7,B,4+,1,1,,,15326
37076,1001010,P00196042,M,26-35,0,A,1,0,4,9.0,15.0,1488
37077,1001640,P00296242,M,36-45,17,C,1,0,8,,,7872
37078,1000230,P00025442,M,46-50,1,C,1,0,1,2.0,9.0,19217
37079,1000195,P00149342,M,26-35,12,B,4+,1,13,16.0,,951
37080,1002738,P00161542,F,51-55,2,B,1,1,2,15.0,16.0,10091
37081,1003713,P00003942,F,26-35,7,B,1,1,5,14.0,,8890
37082,1002909,P00315442,M,26-35,7,A,1,0,1,,,15862
37084,1002833,P00371644,M,26-35,15,C,2,0,20,,,259
37085,1000550,P00085242,M,46-50,8,B,1,1,8,14.0,17.0,9977
37086,1004242,P00302442,M,51-55,7,B,4+,1,5,6.0,,6983
37087,1005096,P00295942,M,26-35,11,B,2,0,2,5.0,15.0,13202
37088,1002627,P00330742,M,26-35,1,B,2,1,7,,,16407
37089,1001413,P00207842,M,18-25,3,B,1,1,13,16.0,,775
37091,1005741,P00078442,M,51-55,13,B,0,1,8,,,6065
37092,1001470,P00308342,M,18-25,4,A,1,1,5,8.0,,1796
37093,1003045,P00126142,M,46-50,1,B,2,1,8,16.0,,8102
37095,1003365,P00114942,M,51-55,17,C,3,1,1,15.0,16.0,19311
37096,1003902,P00066242,M,26-35,5,C,2,0,1,2.0,5.0,18977
37097,1002047,P00237542,M,0-17,10,B,1,0,1,15.0,16.0,11497
37100,1001088,P00248442,F,0-17,10,A,3,0,3,4.0,,3032
37102,1003056,P00044442,M,26-35,18,C,1,1,1,16.0,,15449
37103,1005103,P00170642,F,36-45,16,C,1,0,5,8.0,,8874
37104,1005305,P0096942,F,18-25,4,C,3,1,3,4.0,,7983
37105,1002293,P00198142,F,55+,3,B,1,1,2,4.0,9.0,10048
37109,1002610,P00059442,M,46-50,7,C,2,0,6,8.0,16.0,20026
37112,1004079,P00343442,M,36-45,17,B,3,1,12,,,1414
37113,1001697,P00008642,F,18-25,4,B,3,0,4,5.0,,2087
37114,1004585,P00271542,M,36-45,7,C,3,0,18,,,3006
37116,1002414,P00089742,M,26-35,1,C,4+,1,8,,,7784
37119,1002525,P00332942,F,36-45,1,A,0,0,5,8.0,,5165
37120,1005972,P00117942,F,26-35,20,B,0,0,5,15.0,,8850
37121,1004632,P00110842,M,26-35,0,C,0,0,1,2.0,5.0,19429
37122,1005854,P00148642,M,46-50,7,B,0,1,6,10.0,13.0,20258
37124,1002786,P00364842,M,26-35,4,A,2,0,5,16.0,,7036
37125,1000010,P00302442,F,36-45,1,B,4+,1,5,6.0,,7130
37126,1005305,P00006942,F,18-25,4,C,3,1,1,5.0,6.0,7945
37128,1001614,P00127942,M,36-45,0,B,1,1,1,2.0,5.0,11555
37130,1000924,P00057742,M,51-55,17,C,1,1,2,8.0,18.0,16364
37131,1005416,P00105142,F,26-35,5,C,3,0,1,2.0,15.0,19366
37132,1004388,P00062742,M,46-50,3,B,2,1,8,17.0,,6049
37134,1004510,P00235242,M,46-50,7,A,4+,1,8,,,4214
37135,1004811,P00084842,M,36-45,1,C,1,1,8,16.0,,9772
37136,1004964,P00148642,M,36-45,0,A,1,1,6,10.0,13.0,20384
37137,1003871,P00354342,M,18-25,4,C,4+,0,5,11.0,,5457
37138,1005621,P00101842,M,26-35,7,A,1,0,6,16.0,,20665
37139,1003311,P00268442,M,26-35,4,A,4+,0,8,17.0,,4144
37140,1004888,P00272042,F,55+,0,B,4+,0,8,14.0,,8059
37141,1006036,P00057642,F,26-35,15,B,4+,1,1,15.0,16.0,19648
37142,1000599,P00110542,M,51-55,6,A,3,1,8,,,9882
37143,1001080,P00368142,M,55+,7,C,1,1,2,15.0,,16302
37144,1004373,P00226242,M,51-55,12,C,1,1,11,15.0,,6157
37145,1004227,P00331742,M,26-35,19,A,0,0,11,,,4639
37146,1004510,P00019142,M,46-50,7,A,4+,1,11,15.0,,4569
37147,1002887,P00309142,M,26-35,3,B,3,1,1,16.0,,11951
37148,1005636,P00089442,M,26-35,7,A,0,1,8,,,8097
37149,1000273,P00110942,M,18-25,4,B,2,1,1,2.0,,15170
37150,1002496,P00088042,M,51-55,1,B,1,0,1,2.0,,7834
37151,1004808,P00214642,M,36-45,0,A,1,1,11,13.0,16.0,4420
37152,1000812,P00332242,M,26-35,6,C,2,0,1,16.0,,15481
37153,1003661,P00113242,M,36-45,12,C,0,1,1,6.0,8.0,19629
37154,1005925,P00329442,F,26-35,0,C,1,1,5,8.0,,6880
37155,1004495,P00118042,M,18-25,4,C,1,1,8,,,5825
37156,1002620,P00277542,M,18-25,4,C,4+,0,1,6.0,15.0,11944
37157,1000477,P00208742,M,36-45,14,A,1,0,1,6.0,16.0,15619
37159,1000271,P00129342,M,18-25,4,C,1,0,1,5.0,15.0,11771
37160,1003491,P00249742,M,26-35,16,B,1,0,1,15.0,18.0,11669
37161,1004508,P00367242,M,26-35,20,A,2,0,11,,,5896
37162,1005788,P00075442,M,26-35,0,A,4+,0,5,11.0,,5461
37164,1004868,P00126142,M,36-45,17,C,1,1,8,16.0,,7969
37165,1000368,P00037342,M,26-35,0,C,1,0,8,11.0,,9777
37166,1000743,P00119742,F,0-17,2,A,2,0,5,8.0,12.0,7060
37168,1001660,P00028242,F,26-35,2,C,2,1,6,8.0,,16480
37169,1003202,P00058242,F,18-25,4,A,1,0,3,4.0,12.0,10560
37170,1005111,P00282642,M,36-45,2,B,1,1,5,,,7133
37172,1000268,P00030942,F,18-25,12,C,1,0,4,5.0,9.0,2818
37173,1000182,P00051442,M,18-25,4,C,0,0,8,17.0,,7762
37174,1005996,P00205642,F,26-35,0,B,1,1,5,8.0,,6931
37175,1000531,P00320742,F,18-25,14,B,0,0,1,4.0,9.0,11378
37176,1002641,P00375436,M,26-35,6,C,1,1,20,,,376
37178,1004053,P00191542,M,26-35,18,B,1,0,4,5.0,,2163
37179,1000321,P00329542,M,18-25,4,B,3,0,1,15.0,16.0,15169
37180,1005447,P00048742,M,46-50,2,A,3,0,5,,,7004
37181,1000422,P00116142,M,55+,17,A,4+,0,10,13.0,16.0,18642
37182,1001017,P00245542,M,36-45,0,B,2,0,11,15.0,,6009
37187,1004303,P00324542,M,26-35,2,B,3,0,5,8.0,,3549
37189,1004320,P00184942,M,26-35,5,C,1,0,1,8.0,17.0,15285
37194,1002109,P00276642,M,26-35,16,B,2,0,8,11.0,,5883
37195,1004054,P00024842,M,36-45,3,B,1,0,8,,,7900
37196,1002453,P00279842,M,26-35,7,B,0,0,8,,,8042
37197,1004388,P00155142,M,46-50,3,B,2,1,1,16.0,,15909
37198,1003913,P00250242,M,18-25,17,B,0,0,5,,,8596
37199,1004774,P00033642,M,46-50,14,C,4+,1,5,8.0,,6984
37200,1003300,P00115442,M,36-45,5,B,1,0,8,,,9721
37201,1004964,P00276142,M,36-45,0,A,1,1,12,,,1406
37202,1005085,P00313542,M,55+,17,C,0,0,5,8.0,,8892
37203,1000919,P00344442,F,36-45,1,C,1,0,5,8.0,14.0,6879
37204,1000178,P00001142,M,55+,17,A,2,1,5,8.0,14.0,8627
37205,1000272,P00351142,M,18-25,0,A,1,0,1,8.0,17.0,15711
37208,1000223,P00053842,M,26-35,17,B,4+,0,4,5.0,12.0,819
37209,1005112,P00101542,M,36-45,13,B,1,0,13,16.0,,586
37210,1006033,P00113242,M,51-55,13,B,1,1,1,6.0,8.0,15234
37211,1001003,P00303442,M,26-35,2,C,0,0,1,8.0,14.0,11817
37212,1004531,P00102642,M,18-25,4,C,2,0,4,8.0,9.0,1377
37213,1004742,P00282242,M,26-35,3,A,2,0,5,8.0,17.0,6937
37215,1004343,P00037242,M,26-35,12,C,1,1,8,,,7887
37216,1001264,P00113242,M,26-35,1,A,3,0,1,6.0,8.0,19345
37217,1000480,P00213742,F,18-25,4,C,1,0,8,,,9992
37218,1000556,P00230942,F,26-35,9,B,4+,0,5,14.0,,7082
37219,1004736,P00304042,M,18-25,20,A,1,1,5,,,3521
37220,1005627,P00036842,M,26-35,0,A,4+,1,1,14.0,16.0,11885
37221,1002523,P00190142,M,26-35,17,B,0,0,3,4.0,5.0,10802
37222,1000166,P00184742,M,18-25,4,B,1,1,11,16.0,,4648
37223,1003720,P00294042,M,46-50,7,C,1,0,8,14.0,,3963
37224,1003648,P00082842,M,18-25,4,B,1,0,1,,,11594
37225,1005599,P00225142,M,36-45,7,A,1,0,8,14.0,,6114
37226,1003147,P00173742,M,26-35,14,C,0,0,1,5.0,8.0,8270
37227,1002042,P00120042,M,0-17,10,C,4+,0,1,2.0,,15568
37228,1003539,P00266742,F,26-35,4,A,1,1,8,13.0,14.0,7862
37229,1004186,P00192842,M,26-35,7,B,1,1,5,14.0,,5356
37230,1000402,P00117242,M,26-35,11,B,1,1,8,17.0,,8010
37231,1000398,P00271142,M,26-35,17,B,3,1,5,,,8841
37232,1005046,P00198342,M,26-35,16,A,0,0,5,11.0,,6930
37233,1005605,P00366542,F,18-25,2,A,0,0,5,,,7125
37234,1005908,P00057742,M,26-35,4,B,1,0,2,8.0,18.0,12802
37235,1001468,P00113142,M,0-17,14,B,1,0,1,5.0,12.0,15585
37236,1003192,P00145042,M,18-25,4,C,1,1,1,2.0,5.0,15223
37237,1000005,P00219242,M,26-35,20,A,1,1,4,5.0,,2137
37238,1005269,P00167742,M,18-25,0,B,4+,0,7,12.0,,4172
37241,1000225,P00002542,M,26-35,7,A,0,0,8,14.0,,10054
37242,1005965,P00021742,M,26-35,17,C,1,0,5,,,8896
37243,1001901,P00237542,M,51-55,7,C,3,1,1,15.0,16.0,19432
37246,1005393,P00196642,M,36-45,7,C,2,0,8,14.0,,5860
37247,1003526,P00303242,M,36-45,2,B,1,1,5,8.0,,5462
37249,1005758,P00266642,F,51-55,1,C,2,0,1,8.0,9.0,15527
37250,1005046,P00282642,M,26-35,16,A,0,0,5,,,6919
37251,1001680,P00001742,M,26-35,20,A,3,1,8,14.0,,6070
37252,1002164,P00182242,M,36-45,0,B,3,0,1,5.0,6.0,15783
37253,1000415,P00345842,F,36-45,0,A,2,1,2,8.0,14.0,9739
